zip_code,latitude,longitude,city,state,county
26416,39.161343,-80.049182,Philippi,West Virginia,Barbour
26419,39.575518,-80.666712,Pine Grove,West Virginia,Wetzel
26421,39.198501,-81.068913,Pullman,West Virginia,Ritchie
26422,39.285204,-80.385344,Reynoldsville,West Virginia,Harrison
26424,39.345364,-80.04977,Rosemont,West Virginia,Taylor
26425,39.312958,-79.704927,Rowlesburg,West Virginia,Preston
26426,39.245329,-80.49102,Salem,West Virginia,Harrison
26430,38.913649,-80.831256,Sand Fork,West Virginia,Gilmer
26431,39.328705,-80.273372,Shinnston,West Virginia,Harrison
26434,39.450612,-80.870081,Shirley,West Virginia,Tyler
26435,39.345364,-80.04977,Simpson,West Virginia,Taylor
26436,39.270846,-80.719742,Smithburg,West Virginia,Doddridge
26437,39.575518,-80.666712,Smithfield,West Virginia,Wetzel
26438,39.346511,-80.32056,Spelter,West Virginia,Harrison
26440,39.345364,-80.04977,Thornton,West Virginia,Taylor
26443,38.913649,-80.831256,Troy,West Virginia,Gilmer
26444,39.458091,-79.688154,Tunnelton,West Virginia,Preston
26447,38.945847,-80.51449,Walkersville,West Virginia,Lewis
26448,39.285204,-80.385344,Wallace,West Virginia,Harrison
26451,39.199606,-80.40256,West Milford,West Virginia,Harrison
26452,39.042331,-80.447878,Weston,West Virginia,Lewis
26456,39.296522,-80.774491,West Union,West Virginia,Doddridge
26461,39.285204,-80.385344,Wilsonburg,West Virginia,Harrison
26463,39.285204,-80.385344,Wyatt,West Virginia,Harrison
26501,39.609911,-79.983141,Morgantown,West Virginia,Monongalia
26502,39.625302,-79.967184,Morgantown,West Virginia,Monongalia
26503,39.636606,-79.895639,Morgantown,West Virginia,Monongalia
26504,39.578512,-80.093007,Morgantown,West Virginia,Monongalia
26505,39.609596,-79.967623,Morgantown,West Virginia,Monongalia
26506,39.645276,-79.962669,Morgantown,West Virginia,Monongalia
26507,39.680786,-79.836473,Morgantown,West Virginia,Monongalia
26508,39.595329,-79.922871,Morgantown,West Virginia,Monongalia
26519,39.516364,-79.617653,Albright,West Virginia,Preston
26520,39.458091,-79.688154,Arthurdale,West Virginia,Preston
26521,39.578512,-80.093007,Blacksville,West Virginia,Monongalia
26522,39.578512,-80.093007,Booth,West Virginia,Monongalia
26524,39.458091,-79.688154,Bretz,West Virginia,Preston
26525,39.666293,-79.620241,Bruceton Mills,West Virginia,Preston
26527,39.578512,-80.093007,Cassville,West Virginia,Monongalia
26529,39.651628,-80.159737,Core,West Virginia,Monongalia
26531,39.605344,-79.895832,Dellslow,West Virginia,Monongalia
26533,39.578512,-80.093007,Everettville,West Virginia,Monongalia
26534,39.62764,-79.942937,Granville,West Virginia,Monongalia
26535,39.458091,-79.688154,Hazelton,West Virginia,Preston
26537,39.471673,-79.67596,Kingwood,West Virginia,Preston
26541,39.658416,-80.028814,Maidsville,West Virginia,Monongalia
26542,39.458091,-79.688154,Masontown,West Virginia,Preston
26543,39.578512,-80.093007,Osage,West Virginia,Monongalia
26544,39.578512,-80.093007,Pentress,West Virginia,Monongalia
26546,39.674575,-80.034965,Pursglove,West Virginia,Monongalia
26547,39.458091,-79.688154,Reedsville,West Virginia,Preston
26554,39.494115,-80.221282,Fairmont,West Virginia,Marion
26555,39.514343,-80.218538,Fairmont,West Virginia,Marion
26559,39.505155,-80.172524,Barrackville,West Virginia,Marion
26560,39.514343,-80.218538,Baxter,West Virginia,Marion
26561,39.575518,-80.666712,Big Run,West Virginia,Wetzel
26562,39.651148,-80.416065,Burton,West Virginia,Wetzel
26563,39.478198,-80.271988,Carolina,West Virginia,Marion
26566,39.514343,-80.218538,Colfax,West Virginia,Marion
26568,39.285204,-80.385344,Enterprise,West Virginia,Harrison
26570,39.584289,-80.23895,Fairview,West Virginia,Marion
26571,39.506654,-80.252582,Farmington,West Virginia,Marion
26572,39.514343,-80.218538,Four States,West Virginia,Marion
26574,39.558696,-80.180468,Grant Town,West Virginia,Marion
26575,39.575518,-80.666712,Hundred,West Virginia,Wetzel
26576,39.48774,-80.266588,Idamay,West Virginia,Marion
26578,39.446631,-80.176171,Kingmont,West Virginia,Marion
26581,39.575518,-80.666712,Littleton,West Virginia,Wetzel
26582,39.536663,-80.23996,Mannington,West Virginia,Marion
26585,39.579171,-80.368694,Metz,West Virginia,Marion
26586,39.519136,-80.089673,Montana Mines,West Virginia,Marion
26587,39.521541,-80.299082,Rachel,West Virginia,Marion
26588,39.535089,-80.127883,Rivesville,West Virginia,Marion
26589,39.6572,-80.366185,Wadestown,West Virginia,Monongalia
26590,39.578512,-80.093007,Wana,West Virginia,Monongalia
26591,39.451967,-80.26255,Worthington,West Virginia,Marion
26601,38.654141,-80.67597,Sutton,West Virginia,Braxton
26610,38.318389,-80.834152,Birch River,West Virginia,Nicholas
26611,38.913649,-80.831256,Cedarville,West Virginia,Gilmer
26612,38.620506,-80.586148,Centralia,West Virginia,Braxton
26615,38.706017,-80.736884,Copen,West Virginia,Braxton
26617,38.465777,-81.050662,Dille,West Virginia,Clay
26618,38.706017,-80.736884,Elmira,West Virginia,Braxton
26619,38.735774,-80.732359,Exchange,West Virginia,Braxton
26621,38.733696,-80.574704,Flatwoods,West Virginia,Braxton
26623,38.630462,-80.858859,Frametown,West Virginia,Braxton
26624,38.718522,-80.687337,Gassaway,West Virginia,Braxton
26627,38.762122,-80.640614,Heaters,West Virginia,Braxton
26629,38.580977,-80.693054,Little Birch,West Virginia,Braxton
26631,38.706017,-80.736884,Napier,West Virginia,Braxton
26634,38.913649,-80.831256,Perkins,West Virginia,Gilmer
26636,38.913649,-80.831256,Rosedale,West Virginia,Gilmer
26638,38.913649,-80.831256,Shock,West Virginia,Gilmer
26639,38.574978,-80.799944,Strange Creek,West Virginia,Braxton
26641,38.706017,-80.736884,Wilsie,West Virginia,Braxton
26651,38.326251,-80.854096,Summersville,West Virginia,Nicholas
26656,38.318389,-80.834152,Belva,West Virginia,Nicholas
26660,38.318389,-80.834152,Calvin,West Virginia,Nicholas
26662,38.318389,-80.834152,Canvas,West Virginia,Nicholas
26667,38.318389,-80.834152,Drennen,West Virginia,Nicholas
26671,38.318389,-80.834152,Gilboa,West Virginia,Nicholas
26674,38.20125,-81.185153,Jodie,West Virginia,Fayette
26675,38.318389,-80.834152,Keslers Cross Lanes,West Virginia,Nicholas
26676,38.155842,-80.682702,Leivasy,West Virginia,Nicholas
26678,38.318389,-80.834152,Mount Lookout,West Virginia,Nicholas
26679,38.318389,-80.834152,Mount Nebo,West Virginia,Nicholas
26680,38.041293,-81.064784,Nallen,West Virginia,Fayette
26681,38.318389,-80.834152,Nettie,West Virginia,Nicholas
26684,38.318389,-80.834152,Pool,West Virginia,Nicholas
26690,38.318389,-80.834152,Swiss,West Virginia,Nicholas
26691,38.318389,-80.834152,Tioga,West Virginia,Nicholas
26704,39.251133,-78.618258,Augusta,West Virginia,Hampshire
26705,39.458091,-79.688154,Aurora,West Virginia,Preston
26707,38.986974,-79.146211,Bayard,West Virginia,Grant
26710,39.443055,-78.964749,Burlington,West Virginia,Mineral
26711,39.314071,-78.659428,Capon Bridge,West Virginia,Hampshire
26714,39.314071,-78.659428,Delray,West Virginia,Hampshire
26716,39.458091,-79.688154,Eglon,West Virginia,Preston
26717,39.443055,-78.964749,Elk Garden,West Virginia,Mineral
26719,39.500536,-78.744739,Fort Ashby,West Virginia,Mineral
26720,39.070601,-79.233536,Gormania,West Virginia,Grant
26722,39.314071,-78.659428,Green Spring,West Virginia,Hampshire
26726,39.452686,-78.892554,Keyser,West Virginia,Mineral
26731,39.070601,-79.233536,Lahmansville,West Virginia,Grant
26734,39.070601,-79.233536,Medley,West Virginia,Grant
26739,39.070601,-79.233536,Mount Storm,West Virginia,Grant
26743,39.32047,-79.045902,New Creek,West Virginia,Mineral
26750,39.546831,-78.909518,Piedmont,West Virginia,Mineral
26753,39.600736,-78.769112,Ridgeley,West Virginia,Mineral
26755,39.18471,-78.726985,Rio,West Virginia,Hampshire
26757,39.34487,-78.758487,Romney,West Virginia,Hampshire
26761,39.314071,-78.659428,Shanks,West Virginia,Hampshire
26763,39.314071,-78.659428,Springfield,West Virginia,Hampshire
26764,39.430634,-79.519679,Terra Alta,West Virginia,Preston
26767,39.617003,-78.763194,Wiley Ford,West Virginia,Mineral
26801,38.999518,-78.821226,Baker,West Virginia,Hardy
26802,38.684692,-79.353564,Brandywine,West Virginia,Pendleton
26804,38.684692,-79.353564,Circleville,West Virginia,Pendleton
26807,38.648787,-79.327196,Franklin,West Virginia,Pendleton
26808,39.211295,-78.436258,High View,West Virginia,Hampshire
26810,38.999518,-78.821226,Lost City,West Virginia,Hardy
26812,38.999518,-78.821226,Mathias,West Virginia,Hardy
26814,38.684692,-79.353564,Riverton,West Virginia,Pendleton
26815,38.684692,-79.353564,Sugar Grove,West Virginia,Pendleton
26817,39.314071,-78.659428,Bloomery,West Virginia,Hampshire
26818,38.999518,-78.821226,Fisher,West Virginia,Hardy
26823,39.314071,-78.659428,Capon Springs,West Virginia,Hampshire
26824,39.314071,-78.659428,Junction,West Virginia,Hampshire
26833,39.116709,-79.134177,Maysville,West Virginia,Grant
26836,39.018679,-78.820561,Moorefield,West Virginia,Hardy
26838,38.999518,-78.821226,Milam,West Virginia,Hardy
26845,38.999518,-78.821226,Old Fields,West Virginia,Hardy
26847,38.990838,-79.129301,Petersburg,West Virginia,Grant
26851,39.077365,-78.593865,Wardensville,West Virginia,Hardy
26852,39.314071,-78.659428,Purgitsville,West Virginia,Hampshire
26855,39.070601,-79.233536,Cabins,West Virginia,Grant
26865,39.314071,-78.659428,Yellow Spring,West Virginia,Hampshire
26866,38.684692,-79.353564,Upper Tract,West Virginia,Pendleton
26884,38.684692,-79.353564,Seneca Rocks,West Virginia,Pendleton
26886,38.684692,-79.353564,Onego,West Virginia,Pendleton
27006,35.945381,-80.448686,Advance,North Carolina,Davie
27007,36.385903,-80.589507,Ararat,North Carolina,Surry
27009,36.213266,-80.084667,Belews Creek,North Carolina,Forsyth
27010,36.182975,-80.338662,Bethania,North Carolina,Forsyth
27011,36.21397,-80.690386,Boonville,North Carolina,Yadkin
27012,36.081218,-80.328298,Clemmons,North Carolina,Forsyth
27013,35.755719,-80.681056,Cleveland,North Carolina,Rowan
27014,35.819175,-80.54826,Cooleemee,North Carolina,Davie
27016,36.446831,-80.220095,Danbury,North Carolina,Stokes
27017,36.357619,-80.697202,Dobson,North Carolina,Surry
27018,36.197851,-80.575334,East Bend,North Carolina,Yadkin
27019,36.316152,-80.234934,Germanton,North Carolina,Stokes
27020,36.119371,-80.80111,Hamptonville,North Carolina,Yadkin
27021,36.320179,-80.292174,King,North Carolina,Stokes
27022,36.503292,-80.216866,Lawsonville,North Carolina,Stokes
27023,36.15511,-80.441566,Lewisville,North Carolina,Forsyth
27024,36.490434,-80.823878,Lowgap,North Carolina,Surry
27025,36.348831,-79.894851,Madison,North Carolina,Rockingham
27027,36.447936,-79.930301,Mayodan,North Carolina,Rockingham
27028,35.906241,-80.54609,Mocksville,North Carolina,Davie
27030,36.444303,-80.665406,Mount Airy,North Carolina,Surry
27031,36.399366,-80.70809,White Plains,North Carolina,Surry
27040,36.160959,-80.378143,Pfafftown,North Carolina,Forsyth
27041,36.422632,-80.505421,Pilot Mountain,North Carolina,Surry
27042,36.340817,-80.055357,Pine Hall,North Carolina,Stokes
27043,36.346198,-80.404421,Pinnacle,North Carolina,Stokes
27045,36.230211,-80.329602,Rural Hall,North Carolina,Forsyth
27046,36.483901,-80.105319,Sandy Ridge,North Carolina,Stokes
27047,36.329166,-80.56777,Siloam,North Carolina,Surry
27048,36.466883,-79.912823,Stoneville,North Carolina,Rockingham
27049,36.551332,-80.655786,Toast,North Carolina,Surry
27050,36.22358,-80.395517,Tobaccoville,North Carolina,Forsyth
27051,36.191405,-80.16357,Walkertown,North Carolina,Forsyth
27052,36.34518,-80.159989,Walnut Cove,North Carolina,Stokes
27053,36.490659,-80.463069,Westfield,North Carolina,Surry
27054,35.790116,-80.605096,Woodleaf,North Carolina,Rowan
27055,36.136665,-80.682984,Yadkinville,North Carolina,Yadkin
27094,36.027482,-80.20728,Rural Hall,North Carolina,Forsyth
27098,36.027482,-80.20728,Rural Hall,North Carolina,Forsyth
27099,36.027482,-80.20728,Rural Hall,North Carolina,Forsyth
27101,36.101817,-80.28762,Winston Salem,North Carolina,Forsyth
27102,36.032304,-80.396168,Winston Salem,North Carolina,Forsyth
27103,36.058599,-80.320965,Winston Salem,North Carolina,Forsyth
27104,36.097952,-80.329096,Winston Salem,North Carolina,Forsyth
27105,36.161935,-80.241287,Winston Salem,North Carolina,Forsyth
27106,36.149337,-80.325815,Winston Salem,North Carolina,Forsyth
27107,36.04803,-80.182863,Winston Salem,North Carolina,Forsyth
27108,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27109,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27110,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27111,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27113,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27114,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27115,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27116,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27117,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27120,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27127,36.040815,-80.282645,Winston Salem,North Carolina,Forsyth
27130,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27150,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27151,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27152,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27155,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27156,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27157,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27198,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27199,36.027482,-80.20728,Winston Salem,North Carolina,Forsyth
27201,36.031836,-79.485643,Alamance,North Carolina,Alamance
27202,36.185517,-79.505479,Altamahaw,North Carolina,Alamance
27203,35.708376,-79.85213,Asheboro,North Carolina,Randolph
27204,35.788286,-79.720556,Asheboro,North Carolina,Randolph
27205,,,Asheboro,North Carolina,Randolph
27207,35.608354,-79.372362,Bear Creek,North Carolina,Chatham
27208,35.573086,-79.52309,Bennett,North Carolina,Chatham
27209,35.365836,-79.943839,Biscoe,North Carolina,Montgomery
27212,36.466412,-79.275549,Blanch,North Carolina,Caswell
27213,35.648194,-79.414859,Bonlee,North Carolina,Chatham
27214,36.193624,-79.674079,Browns Summit,North Carolina,Guilford
27215,36.091025,-79.430129,Burlington,North Carolina,Alamance
27216,36.047523,-79.479743,Burlington,North Carolina,Alamance
27217,36.150681,-79.3944,Burlington,North Carolina,Alamance
27220,36.046677,-79.389631,Burlington,North Carolina,Alamance
27228,35.783476,-79.129791,Bynum,North Carolina,Chatham
27229,35.264204,-79.800002,Candor,North Carolina,Montgomery
27230,35.802758,-79.879711,Cedar Falls,North Carolina,Randolph
27231,36.181138,-79.164741,Cedar Grove,North Carolina,Orange
27233,35.937583,-79.69325,Climax,North Carolina,Guilford
27235,36.094489,-80.004721,Colfax,North Carolina,Guilford
27237,35.467567,-79.165314,Cumnock,North Carolina,Lee
27239,35.608108,-80.144554,Denton,North Carolina,Davidson
27242,35.326471,-79.548614,Eagle Springs,North Carolina,Moore
27243,36.06984,-79.198764,Efland,North Carolina,Orange
27244,36.164963,-79.446213,Elon College,North Carolina,Alamance
27247,35.451411,-79.783404,Ether,North Carolina,Montgomery
27248,35.785766,-79.710068,Franklinville,North Carolina,Randolph
27249,36.150393,-79.610426,Gibsonville,North Carolina,Guilford
27252,35.576848,-79.363115,Goldston,North Carolina,Chatham
27253,35.972114,-79.347527,Graham,North Carolina,Alamance
27256,35.562695,-79.33863,Gulf,North Carolina,Chatham
27258,36.042367,-79.324239,Haw River,North Carolina,Alamance
27259,35.492077,-79.479016,Highfalls,North Carolina,Moore
27260,35.993538,-79.988711,High Point,North Carolina,Guilford
27261,36.080707,-80.0244,High Point,North Carolina,Guilford
27262,35.955786,-80.013043,High Point,North Carolina,Guilford
27263,35.935894,-79.93955,High Point,North Carolina,Guilford
27264,36.080707,-80.0244,High Point,North Carolina,Guilford
27265,36.029892,-79.991542,High Point,North Carolina,Guilford
27278,36.077432,-79.085469,Hillsborough,North Carolina,Orange
27281,35.186814,-79.561566,Jackson Springs,North Carolina,Moore
27282,35.996926,-79.926902,Jamestown,North Carolina,Guilford
27283,35.952564,-79.636747,Julian,North Carolina,Guilford
27284,36.118312,-80.101271,Kernersville,North Carolina,Forsyth
27285,36.027482,-80.20728,Kernersville,North Carolina,Forsyth
27288,36.486369,-79.749957,Eden,North Carolina,Rockingham
27289,36.392135,-79.773094,Eden,North Carolina,Rockingham
27291,36.364834,-79.187938,Leasburg,North Carolina,Caswell
27292,35.801894,-80.210762,Lexington,North Carolina,Davidson
27293,35.882943,-80.275963,Lexington,North Carolina,Davidson
27294,35.882943,-80.275963,Lexington,North Carolina,Davidson
27295,35.813292,-80.277877,Lexington,North Carolina,Davidson
27298,35.838293,-79.674436,Liberty,North Carolina,Randolph
27299,35.743919,-80.349473,Linwood,North Carolina,Davidson
27301,36.108629,-79.670689,Mc Leansville,North Carolina,Guilford
27302,36.087114,-79.306093,Mebane,North Carolina,Alamance
27305,36.512445,-79.235356,Milton,North Carolina,Caswell
27306,35.247617,-79.923328,Mount Gilead,North Carolina,Montgomery
27310,36.166822,-79.948214,Oak Ridge,North Carolina,Guilford
27311,36.47025,-79.460025,Pelham,North Carolina,Caswell
27312,35.745239,-79.213195,Pittsboro,North Carolina,Chatham
27313,35.950913,-79.765959,Pleasant Garden,North Carolina,Guilford
27314,36.293921,-79.200365,Prospect Hill,North Carolina,Caswell
27315,36.487281,-79.404114,Providence,North Carolina,Caswell
27316,35.714279,-79.646945,Ramseur,North Carolina,Randolph
27317,35.823611,-79.712537,Randleman,North Carolina,Randolph
27320,36.358275,-79.742001,Reidsville,North Carolina,Rockingham
27321,36.347568,-79.680318,Reidsville,North Carolina,Rockingham
27322,36.392135,-79.773094,Reidsville,North Carolina,Rockingham
27323,36.392135,-79.773094,Reidsville,North Carolina,Rockingham
27325,35.393319,-79.518562,Robbins,North Carolina,Moore
27326,36.461083,-79.597001,Ruffin,North Carolina,Rockingham
27330,35.469782,-79.171723,Sanford,North Carolina,Lee
27331,35.372577,-79.276577,Sanford,North Carolina,Lee
27332,,,Sanford,North Carolina,Lee
27340,35.948814,-79.329664,Saxapahaw,North Carolina,Alamance
27341,35.562753,-79.698691,Seagrove,North Carolina,Randolph
27342,36.075623,-79.620641,Sedalia,North Carolina,Guilford
27343,36.493537,-79.060407,Semora,North Carolina,Person
27344,35.711578,-79.333922,Siler City,North Carolina,Chatham
27349,35.91485,-79.403671,Snow Camp,North Carolina,Alamance
27350,35.817452,-79.908483,Sophia,North Carolina,Randolph
27351,35.660548,-80.283647,Southmont,North Carolina,Davidson
27355,35.799927,-79.593442,Staley,North Carolina,Randolph
27356,35.439894,-79.825137,Star,North Carolina,Montgomery
27357,36.225751,-79.974028,Stokesdale,North Carolina,Guilford
27358,36.200019,-79.880028,Summerfield,North Carolina,Guilford
27359,36.021389,-79.357399,Swepsonville,North Carolina,Alamance
27360,35.854539,-80.124764,Thomasville,North Carolina,Davidson
27361,35.882943,-80.275963,Thomasville,North Carolina,Davidson
27370,35.801501,-79.961118,Trinity,North Carolina,Randolph
27371,35.393595,-79.907346,Troy,North Carolina,Montgomery
27373,35.882943,-80.275963,Wallburg,North Carolina,Davidson
27374,35.781848,-80.203546,Welcome,North Carolina,Davidson
27375,36.392135,-79.773094,Wentworth,North Carolina,Rockingham
27376,35.240268,-79.468201,West End,North Carolina,Moore
27377,36.046202,-79.608882,Whitsett,North Carolina,Guilford
27379,36.379479,-79.366733,Yanceyville,North Carolina,Caswell
27401,36.055285,-79.831692,Greensboro,North Carolina,Guilford
27402,36.106711,-79.791901,Greensboro,North Carolina,Guilford
27403,36.089396,-79.823336,Greensboro,North Carolina,Guilford
27404,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27405,36.114003,-79.787099,Greensboro,North Carolina,Guilford
27406,35.991647,-79.759794,Greensboro,North Carolina,Guilford
27407,36.001791,-79.888672,Greensboro,North Carolina,Guilford
27408,36.103685,-79.816254,Greensboro,North Carolina,Guilford
27409,36.087534,-79.93439,Greensboro,North Carolina,Guilford
27410,36.119984,-79.870925,Greensboro,North Carolina,Guilford
27411,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27412,36.066129,-79.806735,Greensboro,North Carolina,Guilford
27413,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27415,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27416,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27417,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27419,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27420,36.112987,-79.775913,Greensboro,North Carolina,Guilford
27425,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27427,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27429,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27435,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27438,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27455,36.182391,-79.805975,Greensboro,North Carolina,Guilford
27480,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27495,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27498,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27499,36.080707,-80.0244,Greensboro,North Carolina,Guilford
27501,35.478164,-78.729411,Angier,North Carolina,Harnett
27502,35.748012,-78.834012,Apex,North Carolina,Wake
27503,36.09206,-78.885147,Bahama,North Carolina,Durham
27504,35.40709,-78.402967,Benson,North Carolina,Johnston
27505,35.471966,-79.058238,Broadway,North Carolina,Lee
27506,35.420467,-78.713729,Buies Creek,North Carolina,Harnett
27507,36.451463,-78.566691,Bullock,North Carolina,Granville
27508,35.982555,-78.208581,Bunn,North Carolina,Franklin
27509,36.119588,-78.768421,Butner,North Carolina,Granville
27510,35.905477,-79.090077,Carrboro,North Carolina,Orange
27511,35.751243,-78.70732,Cary,North Carolina,Wake
27512,35.808387,-78.839488,Cary,North Carolina,Wake
27513,35.801341,-78.816564,Cary,North Carolina,Wake
27514,36.004647,-79.054475,Chapel Hill,North Carolina,Orange
27515,36.05251,-79.107692,Chapel Hill,North Carolina,Orange
27516,35.946263,-79.136862,Chapel Hill,North Carolina,Orange
27517,,,Chapel Hill,North Carolina,Orange
27518,35.797692,-78.625265,Cary,North Carolina,Wake
27519,35.76812,-78.829548,Cary,North Carolina,Wake
27520,35.633257,-78.435416,Clayton,North Carolina,Johnston
27521,35.425247,-78.656553,Coats,North Carolina,Harnett
27522,36.108089,-78.671974,Creedmoor,North Carolina,Granville
27524,35.4282,-78.339839,Four Oaks,North Carolina,Johnston
27525,36.068066,-78.399881,Franklinton,North Carolina,Franklin
27526,35.758691,-78.646886,Fuquay Varina,North Carolina,Wake
27529,35.714139,-78.66304,Garner,North Carolina,Wake
27530,35.368277,-78.092871,Goldsboro,North Carolina,Wayne
27531,35.463121,-77.995728,Goldsboro,North Carolina,Wayne
27532,35.372045,-78.052422,Goldsboro,North Carolina,Wayne
27533,35.372045,-78.052422,Goldsboro,North Carolina,Wayne
27534,35.385571,-78.03207,Goldsboro,North Carolina,Wayne
27536,36.38698,-78.396213,Henderson,North Carolina,Vance
27537,,,Henderson,North Carolina,Vance
27540,35.607666,-78.829724,Holly Springs,North Carolina,Wake
27541,36.314975,-79.06404,Hurdle Mills,North Carolina,Person
27542,35.571141,-78.287178,Kenly,North Carolina,Johnston
27543,35.429849,-78.882395,Kipling,North Carolina,Harnett
27544,36.220048,-78.450087,Kittrell,North Carolina,Vance
27545,35.788031,-78.459605,Knightdale,North Carolina,Wake
27546,35.399221,-78.871194,Lillington,North Carolina,Harnett
27549,36.065143,-78.277943,Louisburg,North Carolina,Franklin
27551,36.507009,-77.997521,Macon,North Carolina,Warren
27552,35.413579,-78.979964,Mamers,North Carolina,Harnett
27553,36.468871,-78.336604,Manson,North Carolina,Vance
27555,35.629518,-78.204968,Micro,North Carolina,Johnston
27556,36.413473,-78.327491,Middleburg,North Carolina,Vance
27557,35.587186,-78.232745,Middlesex,North Carolina,Johnston
27559,35.623508,-79.098782,Moncure,North Carolina,Chatham
27560,35.852458,-78.843526,Morrisville,North Carolina,Wake
27562,35.643693,-78.867658,New Hill,North Carolina,Wake
27563,36.449642,-78.185544,Norlina,North Carolina,Warren
27564,36.101529,-78.713346,Creedmoor,North Carolina,Granville
27565,36.348168,-78.65313,Oxford,North Carolina,Granville
27568,35.488348,-78.217864,Pine Level,North Carolina,Johnston
27569,35.471193,-78.164309,Princeton,North Carolina,Johnston
27570,36.37367,-78.110931,Ridgeway,North Carolina,Warren
27571,35.906468,-78.45482,Rolesville,North Carolina,Wake
27572,36.205828,-78.878578,Rougemont,North Carolina,Durham
27573,36.39165,-78.950937,Roxboro,North Carolina,Person
27576,35.563572,-78.244459,Selma,North Carolina,Johnston
27577,35.536543,-78.336001,Smithfield,North Carolina,Johnston
27581,36.209675,-78.72704,Stem,North Carolina,Granville
27582,36.442431,-78.557098,Stovall,North Carolina,Granville
27583,36.311201,-78.92292,Timberlake,North Carolina,Person
27584,36.518058,-78.400865,Townsville,North Carolina,Vance
27586,36.37367,-78.110931,Vaughan,North Carolina,Warren
27587,35.858041,-78.586534,Wake Forest,North Carolina,Wake
27588,35.973108,-78.450754,Wake Forest,North Carolina,Wake
27589,36.339089,-78.190028,Warrenton,North Carolina,Warren
27591,35.811324,-78.395966,Wendell,North Carolina,Wake
27592,35.67238,-78.534929,Willow Spring,North Carolina,Wake
27593,35.590731,-78.360723,Wilsons Mills,North Carolina,Johnston
27594,36.37367,-78.110931,Wise,North Carolina,Warren
27596,36.018749,-78.438181,Youngsville,North Carolina,Franklin
27597,35.87922,-78.355582,Zebulon,North Carolina,Wake
27599,36.05251,-79.107692,Chapel Hill,North Carolina,Orange
27601,35.773755,-78.604175,Raleigh,North Carolina,Wake
27602,35.758667,-78.671089,Raleigh,North Carolina,Wake
27603,35.689086,-78.675118,Raleigh,North Carolina,Wake
27604,35.837111,-78.555342,Raleigh,North Carolina,Wake
27605,35.789601,-78.652475,Raleigh,North Carolina,Wake
27606,35.715972,-78.747741,Raleigh,North Carolina,Wake
27607,35.804237,-78.707101,Raleigh,North Carolina,Wake
27608,35.80895,-78.646238,Raleigh,North Carolina,Wake
27609,35.841146,-78.630413,Raleigh,North Carolina,Wake
27610,35.7429,-78.564443,Raleigh,North Carolina,Wake
27611,35.797692,-78.625265,Raleigh,North Carolina,Wake
27612,35.821942,-78.675135,Raleigh,North Carolina,Wake
27613,35.86952,-78.705465,Raleigh,North Carolina,Wake
27614,35.972686,-78.620292,Raleigh,North Carolina,Wake
27615,35.918893,-78.627455,Raleigh,North Carolina,Wake
27616,35.805765,-78.688301,Raleigh,North Carolina,Wake
27617,,,Raleigh,North Carolina,Wake
27619,35.851463,-78.63141,Raleigh,North Carolina,Wake
27620,35.797692,-78.625265,Raleigh,North Carolina,Wake
27621,35.797692,-78.625265,Raleigh,North Carolina,Wake
27622,35.797692,-78.625265,Raleigh,North Carolina,Wake
27623,35.797692,-78.625265,Raleigh,North Carolina,Wake
27624,35.797692,-78.625265,Raleigh,North Carolina,Wake
27625,35.797692,-78.625265,Raleigh,North Carolina,Wake
27626,35.797692,-78.625265,Raleigh,North Carolina,Wake
27627,35.797692,-78.625265,Raleigh,North Carolina,Wake
